shipment_id,product,carrier,origin,destination,ship_date,est_delivery,actual_delivery,weight_kg,cost_usd,status
SH-00799,Motor-K,USPS,Chicago,Dubai,2023-10-11,2023-10-29,2023-10-29,218.3,1300.69,delayed
SH-00800,Motor-K,USPS,Tokyo,Dubai,2024-12-03,2024-12-21,2024-12-28,9.3,1308.79,delivered
SH-00801,Valve-M,Blue Dart,Mumbai,London,2024-08-18,2024-08-22,2024-08-22,82.1,1374.26,delivered
SH-00802,Assembly-Z,DHL,Sao Paulo,Singapore,2024-03-05,2024-03-28,2024-03-28,468.2,2576.62,delivered
SH-00803,Gadget-X,USPS,Berlin,Toronto,2024-10-05,2024-10-13,2024-10-23,158.4,4227.3,delivered
SH-00804,Widget-B,USPS,Sao Paulo,London,2023-11-05,2023-11-16,2023-11-21,411.7,79.29,delivered
SH-00805,Sensor-L,DHL,Mumbai,New York,2024-06-14,2024-06-26,2024-06-26,109.3,2524.36,delivered
SH-00806,Widget-B,Maersk,Chicago,New York,2023-07-12,2023-08-09,2023-08-11,58.7,669.19,delayed
SH-00807,Motor-K,UPS,London,Sydney,2023-01-18,2023-02-05,2023-02-05,444.9,2994.28,delivered
SH-00808,Widget-A,Blue Dart,London,New York,2023-12-17,2023-12-25,2024-01-01,111.6,4286.22,delivered
SH-00809,Gadget-X,UPS,Mumbai,New York,2023-05-26,2023-06-20,2023-06-20,212.7,3818.67,delivered
SH-00810,Sensor-L,FedEx,Mumbai,New York,2023-04-25,2023-04-30,2023-04-30,16.9,3304.05,delivered
SH-00811,Assembly-Z,FedEx,Shanghai,London,2024-08-30,2024-09-03,2024-09-04,334.0,3776.43,delivered
SH-00812,Part-Y,UPS,Tokyo,London,2023-05-07,2023-05-29,2023-05-29,15.1,740.6,delayed
SH-00813,Gadget-X,USPS,London,Singapore,2023-10-12,2023-11-02,2023-11-02,306.7,2531.97,delivered
SH-00814,Part-Y,Blue Dart,Mumbai,London,2023-03-11,2023-03-17,2023-03-20,86.3,3773.78,delivered
SH-00815,Valve-M,DHL,Tokyo,Dubai,2023-01-05,2023-01-31,2023-01-31,93.0,3372.53,delivered
SH-00816,Sensor-L,UPS,Sao Paulo,Los Angeles,2023-04-20,2023-04-28,2023-04-28,204.1,3810.63,delivered
SH-00817,Gadget-X,Maersk,London,London,2023-11-18,2023-11-24,2023-11-25,352.5,2792.3,delivered
SH-00818,Widget-B,Maersk,Berlin,Sydney,2023-02-11,2023-02-16,2023-02-16,300.4,1570.35,delivered
SH-00819,Assembly-Z,Maersk,Mumbai,Toronto,2024-03-30,2024-04-09,2024-04-11,35.3,4207.68,delivered
SH-00820,Widget-A,Blue Dart,Chicago,Singapore,2024-05-02,2024-05-26,2024-05-26,53.0,2198.72,delivered
SH-00821,Gadget-X,Maersk,Chicago,Singapore,2024-11-05,2024-11-29,2024-11-29,295.5,522.08,delivered
SH-00822,Motor-K,UPS,Sao Paulo,Toronto,2023-06-22,2023-06-27,2023-06-27,495.3,626.97,delivered
SH-00823,Assembly-Z,Blue Dart,Chicago,London,2024-03-10,2024-04-05,2024-04-06,238.2,3021.78,delivered
SH-00824,Gadget-X,Maersk,Shanghai,New York,2024-02-19,2024-03-08,2024-03-10,125.7,2493.91,delivered
SH-00825,Widget-A,FedEx,Chicago,Singapore,2024-10-05,2024-10-12,2024-10-12,13.9,907.79,delivered
SH-00826,Assembly-Z,USPS,Sao Paulo,New York,2024-09-11,2024-10-05,2024-10-05,380.2,3310.49,delivered
SH-00827,Part-Y,DHL,Tokyo,Sydney,2024-06-16,2024-07-13,2024-07-14,245.4,1319.4,delivered
SH-00828,Widget-A,FedEx,Chicago,New York,2023-12-18,2024-01-15,2024-01-17,192.1,1583.08,in_transit
SH-00829,Widget-A,UPS,Sao Paulo,Singapore,2024-01-21,2024-02-07,2024-02-08,430.3,1525.68,delivered
SH-00830,Gadget-X,DHL,Tokyo,Sydney,2024-12-24,2025-01-01,2025-01-02,244.0,560.27,delivered
SH-00831,Valve-M,Maersk,Sao Paulo,Toronto,2024-11-22,2024-12-10,2024-12-15,78.6,292.85,in_transit
SH-00832,Motor-K,DHL,Berlin,New York,2023-09-27,2023-10-15,2023-10-18,14.6,239.92,delivered
SH-00833,Widget-A,Blue Dart,Berlin,Sydney,2024-01-11,2024-01-25,2024-02-04,49.1,1735.54,delayed
SH-00834,Part-Y,UPS,Mumbai,Singapore,2024-01-01,2024-01-17,2024-01-17,156.4,438.43,delivered
SH-00835,Motor-K,UPS,Shanghai,Dubai,2024-12-05,2024-12-10,2024-12-10,163.4,2312.63,delivered
SH-00836,Assembly-Z,FedEx,Tokyo,Sydney,2024-03-08,2024-03-29,2024-03-31,294.2,4929.04,delivered
SH-00837,Widget-B,Maersk,Shanghai,Singapore,2024-01-22,2024-02-12,2024-02-12,337.7,1689.8,delivered
SH-00838,Gadget-X,USPS,Berlin,London,2024-05-29,2024-06-26,2024-07-06,484.7,1020.77,delivered
SH-00839,Part-Y,DHL,Berlin,New York,2024-10-12,2024-11-11,2024-11-21,149.0,2874.0,delivered
SH-00840,Widget-B,USPS,Berlin,London,2023-08-20,2023-09-11,2023-09-18,34.1,4008.91,delivered
SH-00841,Widget-B,Blue Dart,London,London,2024-05-01,2024-05-17,2024-05-17,252.6,1510.05,delivered
SH-00842,Sensor-L,Maersk,Berlin,Dubai,2024-11-10,2024-11-30,2024-11-30,257.9,3362.73,delivered
SH-00843,Gadget-X,USPS,Chicago,Los Angeles,2024-07-14,2024-07-22,2024-07-22,330.6,4122.18,in_transit
SH-00844,Sensor-L,USPS,Tokyo,Singapore,2024-04-23,2024-05-04,2024-05-09,30.4,1015.23,in_transit
SH-00845,Assembly-Z,Maersk,Chicago,London,2024-04-18,2024-04-25,2024-04-25,430.2,4557.02,delivered
SH-00846,Assembly-Z,Blue Dart,Mumbai,London,2024-10-11,2024-10-20,2024-10-20,343.6,1192.11,delivered
SH-00847,Widget-A,UPS,London,Toronto,2023-09-02,2023-09-08,2023-09-08,155.6,2434.63,delivered
SH-00848,Part-Y,UPS,Berlin,Los Angeles,2024-03-22,2024-04-07,2024-04-12,15.1,3951.5,delivered
SH-00849,Widget-A,Blue Dart,Chicago,Toronto,2023-10-12,2023-11-05,2023-11-07,10.4,4300.03,delivered
SH-00850,Widget-B,Maersk,Berlin,Singapore,2023-03-27,2023-04-09,2023-04-12,328.9,465.18,delivered
SH-00851,Widget-B,USPS,Tokyo,Toronto,2023-05-24,2023-06-03,2023-06-03,290.4,3878.95,delayed
SH-00852,Part-Y,USPS,Shanghai,Toronto,2024-06-21,2024-07-02,2024-07-03,403.4,1656.49,delivered
SH-00853,Sensor-L,UPS,Mumbai,New York,2024-08-21,2024-09-16,2024-09-16,88.0,4850.07,delivered
SH-00854,Widget-A,Maersk,Sao Paulo,London,2024-03-26,2024-04-11,2024-04-11,350.0,578.11,delayed
SH-00855,Assembly-Z,UPS,Berlin,Sydney,2024-07-12,2024-07-28,2024-07-29,358.0,4109.51,delivered
SH-00856,Widget-A,Blue Dart,London,Singapore,2023-01-22,2023-02-14,2023-02-17,120.2,2770.35,delivered
SH-00857,Widget-B,USPS,London,Los Angeles,2023-11-13,2023-12-06,2023-12-13,428.9,1951.53,delivered
SH-00858,Part-Y,DHL,Mumbai,Toronto,2024-02-07,2024-02-18,2024-02-18,445.2,4580.72,delivered
SH-00859,Widget-A,DHL,London,New York,2024-10-08,2024-10-21,2024-10-31,411.7,4703.37,delivered
SH-00860,Sensor-L,FedEx,London,Los Angeles,2024-04-27,2024-05-23,2024-05-23,349.4,2539.08,delivered
SH-00861,Motor-K,Maersk,Tokyo,New York,2023-12-27,2024-01-12,2024-01-15,381.1,3212.24,in_transit
SH-00862,Widget-A,Maersk,Mumbai,Singapore,2023-07-08,2023-07-31,2023-08-01,153.1,2885.41,delivered
SH-00863,Gadget-X,USPS,Tokyo,Sydney,2023-04-24,2023-05-02,2023-05-02,396.4,1607.2,in_transit
SH-00864,Assembly-Z,UPS,Tokyo,Dubai,2024-05-04,2024-06-03,2024-06-10,413.5,4000.65,delivered
SH-00865,Gadget-X,Maersk,Chicago,Toronto,2023-07-23,2023-07-28,2023-07-28,442.2,1134.07,delivered
SH-00866,Part-Y,FedEx,Chicago,Los Angeles,2023-01-24,2023-02-13,2023-02-18,131.3,4261.38,delayed
SH-00867,Assembly-Z,UPS,Shanghai,London,2023-02-20,2023-03-07,2023-03-10,85.5,2842.71,delivered
SH-00868,Valve-M,Blue Dart,Chicago,New York,2023-01-15,2023-02-09,2023-02-11,112.6,1027.68,delivered
SH-00869,Sensor-L,UPS,Chicago,Toronto,2023-09-30,2023-10-12,2023-10-19,103.7,1089.6,delivered
SH-00870,Sensor-L,UPS,Chicago,Toronto,2023-10-17,2023-11-12,2023-11-17,73.4,1461.61,delivered
SH-00871,Part-Y,DHL,Sao Paulo,Singapore,2023-09-26,2023-10-06,2023-10-09,323.8,442.41,delivered
SH-00872,Part-Y,Blue Dart,Chicago,Singapore,2024-04-25,2024-05-02,2024-05-02,211.9,2992.02,delivered
SH-00873,Widget-A,DHL,Mumbai,Sydney,2023-03-16,2023-03-22,2023-03-24,454.2,4983.75,delivered
SH-00874,Widget-A,DHL,Sao Paulo,Dubai,2024-11-17,2024-12-15,2024-12-18,190.8,4887.96,delivered
SH-00875,Widget-A,USPS,Mumbai,London,2024-11-18,2024-12-02,2024-12-02,85.3,2471.81,in_transit
SH-00876,Motor-K,Blue Dart,Sao Paulo,Sydney,2023-12-14,2023-12-31,2023-12-31,71.3,597.46,delivered
SH-00877,Motor-K,Maersk,Berlin,London,2023-02-15,2023-02-22,2023-02-23,306.7,3811.4,delivered
SH-00878,Gadget-X,DHL,Tokyo,Sydney,2023-09-28,2023-10-17,2023-10-17,382.0,769.05,delivered
SH-00879,Widget-A,UPS,Mumbai,New York,2024-11-04,2024-11-27,2024-12-07,115.3,193.77,delivered
SH-00880,Sensor-L,FedEx,Chicago,New York,2023-09-24,2023-10-02,2023-10-09,221.0,4944.26,delivered
SH-00881,Widget-B,Blue Dart,London,Los Angeles,2024-07-28,2024-08-15,2024-08-16,62.3,481.49,delivered
SH-00882,Assembly-Z,USPS,Tokyo,Dubai,2023-10-18,2023-10-26,2023-10-26,106.6,4990.05,in_transit
SH-00883,Gadget-X,Maersk,Shanghai,Los Angeles,2023-01-05,2023-01-24,2023-02-03,384.2,3389.39,delayed
SH-00884,Sensor-L,DHL,Sao Paulo,New York,2023-12-03,2023-12-06,2023-12-06,418.6,781.57,delivered
SH-00885,Valve-M,Blue Dart,Berlin,Dubai,2023-03-25,2023-04-11,2023-04-18,329.2,1657.19,delivered
SH-00886,Motor-K,Blue Dart,Tokyo,Toronto,2023-02-14,2023-03-09,2023-03-12,284.8,1068.66,delivered
SH-00887,Motor-K,FedEx,Tokyo,New York,2023-02-19,2023-03-19,2023-03-24,273.8,3017.42,delivered
SH-00888,Part-Y,Maersk,Shanghai,New York,2023-04-05,2023-04-20,2023-04-20,426.2,827.26,delivered
SH-00889,Widget-B,DHL,Chicago,Toronto,2024-02-17,2024-02-29,2024-03-05,216.5,4034.67,delivered
SH-00890,Motor-K,Blue Dart,Shanghai,Toronto,2023-11-14,2023-12-08,2023-12-11,184.0,1011.36,delivered
SH-00891,Sensor-L,FedEx,London,Sydney,2024-04-01,2024-04-16,2024-04-17,405.6,3075.13,delivered
SH-00892,Widget-A,USPS,Berlin,Sydney,2024-03-20,2024-04-12,2024-04-12,338.4,3243.34,delivered
SH-00893,Widget-B,DHL,Chicago,Sydney,2024-12-31,2025-01-07,2025-01-08,40.1,4010.7,in_transit
SH-00894,Part-Y,USPS,Chicago,London,2023-11-04,2023-11-11,2023-11-11,284.5,2761.71,delivered
SH-00895,Sensor-L,Maersk,Shanghai,Sydney,2023-02-16,2023-03-07,2023-03-07,330.6,2848.86,in_transit
SH-00896,Widget-B,USPS,Shanghai,New York,2023-09-17,2023-10-01,2023-10-01,370.4,2322.45,delayed
SH-00897,Widget-B,Maersk,Tokyo,London,2023-07-06,2023-08-04,2023-08-04,157.3,3624.61,delivered
SH-00898,Motor-K,UPS,Mumbai,Los Angeles,2024-11-17,2024-12-04,2024-12-07,39.6,4911.2,delivered
SH-00899,Sensor-L,USPS,Shanghai,New York,2023-09-23,2023-10-23,2023-10-28,197.8,81.32,delivered
SH-00900,Valve-M,DHL,Sao Paulo,Toronto,2024-11-02,2024-11-20,2024-11-21,487.0,1813.23,delivered
SH-00901,Assembly-Z,FedEx,Mumbai,Los Angeles,2024-11-20,2024-12-15,2024-12-20,7.4,572.88,delivered
SH-00902,Part-Y,Maersk,Tokyo,Los Angeles,2023-01-17,2023-02-11,2023-02-11,325.0,2187.41,delivered
SH-00903,Part-Y,FedEx,Berlin,Toronto,2024-10-03,2024-11-02,2024-11-12,232.0,2377.84,in_transit
SH-00904,Valve-M,Maersk,Chicago,New York,2023-01-23,2023-01-29,2023-01-29,430.0,2932.35,delivered
SH-00905,Widget-A,DHL,Shanghai,New York,2023-07-26,2023-08-07,2023-08-10,315.4,3569.77,delivered
SH-00906,Assembly-Z,FedEx,Chicago,Sydney,2024-03-01,2024-03-31,2024-04-01,243.3,2961.33,delayed
SH-00907,Widget-A,USPS,Shanghai,Sydney,2024-09-18,2024-10-12,2024-10-13,288.4,2772.98,delivered
SH-00908,Widget-B,Maersk,Sao Paulo,Singapore,2023-10-02,2023-10-25,2023-10-25,173.7,3492.11,delivered
SH-00909,Valve-M,DHL,Chicago,Los Angeles,2023-01-22,2023-01-30,2023-01-30,254.1,2944.48,delivered
SH-00910,Gadget-X,DHL,Tokyo,Singapore,2024-12-02,2024-12-15,2024-12-18,195.5,2093.05,delivered
SH-00911,Valve-M,UPS,Sao Paulo,Los Angeles,2024-11-20,2024-12-13,2024-12-20,141.6,3750.03,delivered
SH-00912,Part-Y,UPS,Sao Paulo,Sydney,2024-11-14,2024-12-02,2024-12-02,50.9,2088.68,delivered
SH-00913,Widget-A,FedEx,Berlin,London,2024-05-20,2024-06-01,2024-06-01,178.8,805.65,delivered
SH-00914,Motor-K,Maersk,Shanghai,Dubai,2024-05-30,2024-06-03,2024-06-13,113.7,2816.48,delivered
SH-00915,Widget-A,USPS,Berlin,Los Angeles,2024-05-13,2024-05-24,2024-05-24,426.8,4370.37,delivered
SH-00916,Valve-M,Maersk,London,Toronto,2024-09-10,2024-10-04,2024-10-04,55.9,542.87,delivered
SH-00917,Widget-A,USPS,Shanghai,Los Angeles,2024-09-17,2024-10-09,2024-10-19,315.1,4356.28,delivered
SH-00918,Valve-M,USPS,Chicago,Singapore,2024-01-06,2024-01-14,2024-01-21,435.3,784.16,delivered
SH-00919,Part-Y,Maersk,Chicago,Toronto,2024-01-08,2024-01-21,2024-01-21,384.6,1237.9,delivered
SH-00920,Gadget-X,FedEx,Berlin,London,2024-04-30,2024-05-13,2024-05-13,357.7,2083.82,in_transit
SH-00921,Sensor-L,UPS,Mumbai,Toronto,2024-10-06,2024-10-30,2024-10-30,214.7,4591.33,delivered
SH-00922,Widget-A,Maersk,Mumbai,Toronto,2024-04-14,2024-05-14,2024-05-16,5.5,4034.14,delivered
SH-00923,Sensor-L,UPS,Chicago,New York,2023-03-13,2023-03-18,2023-03-18,196.9,199.91,delivered
SH-00924,Assembly-Z,Maersk,Chicago,Singapore,2024-10-18,2024-10-25,2024-10-28,350.5,4369.63,delivered
SH-00925,Gadget-X,Blue Dart,Chicago,Sydney,2023-11-18,2023-12-02,2023-12-02,322.1,4439.59,delivered
SH-00926,Motor-K,Blue Dart,Chicago,Toronto,2024-10-01,2024-10-29,2024-11-01,99.0,1518.13,delivered
SH-00927,Gadget-X,USPS,Sao Paulo,London,2023-02-07,2023-02-27,2023-02-27,107.3,2565.68,delivered
SH-00928,Widget-A,FedEx,London,Dubai,2023-11-16,2023-12-05,2023-12-05,296.5,1218.08,delivered
SH-00929,Widget-B,Blue Dart,Shanghai,Toronto,2023-11-08,2023-12-04,2023-12-04,186.8,3140.54,in_transit
SH-00930,Valve-M,DHL,Sao Paulo,Singapore,2023-12-29,2024-01-04,2024-01-04,3.1,1704.82,delivered
SH-00931,Part-Y,DHL,Berlin,London,2023-08-30,2023-09-27,2023-10-04,333.6,4078.17,delayed
SH-00932,Part-Y,FedEx,Berlin,Dubai,2024-08-09,2024-09-02,2024-09-02,291.4,4116.87,delivered
SH-00933,Sensor-L,Maersk,Shanghai,New York,2024-01-05,2024-01-22,2024-01-22,31.6,4444.22,delivered
SH-00934,Motor-K,Blue Dart,Sao Paulo,Sydney,2024-05-02,2024-05-11,2024-05-12,294.3,2601.94,delivered
SH-00935,Valve-M,Blue Dart,Chicago,Sydney,2024-02-09,2024-03-10,2024-03-10,344.7,4739.88,delayed
SH-00936,Gadget-X,Maersk,Tokyo,Sydney,2024-03-02,2024-03-31,2024-03-31,65.1,3527.06,delivered
SH-00937,Valve-M,Maersk,Shanghai,Singapore,2024-06-25,2024-07-01,2024-07-08,78.8,2801.75,delivered
SH-00938,Widget-B,DHL,Sao Paulo,London,2023-05-02,2023-05-24,2023-05-24,20.6,779.22,delivered
SH-00939,Assembly-Z,Maersk,Shanghai,Toronto,2024-01-16,2024-01-28,2024-01-28,71.9,3922.21,delivered
SH-00940,Part-Y,UPS,London,Singapore,2024-03-07,2024-03-11,2024-03-11,244.7,624.8,delivered
SH-00941,Valve-M,USPS,Berlin,Dubai,2023-12-24,2023-12-29,2023-12-29,226.5,1699.05,delivered
SH-00942,Gadget-X,UPS,Sao Paulo,Singapore,2024-01-22,2024-02-09,2024-02-16,230.7,2257.9,delayed
SH-00943,Widget-B,USPS,Tokyo,Dubai,2024-04-04,2024-04-11,2024-04-18,205.1,1175.62,delivered
SH-00944,Valve-M,Blue Dart,Berlin,Singapore,2024-02-09,2024-02-22,2024-02-24,44.7,840.59,delivered
SH-00945,Widget-B,Blue Dart,Sao Paulo,New York,2023-01-26,2023-02-16,2023-02-21,96.6,3099.24,delivered
SH-00946,Part-Y,Maersk,Sao Paulo,New York,2024-08-13,2024-09-09,2024-09-09,60.6,4681.87,delayed
SH-00947,Part-Y,Blue Dart,London,Dubai,2023-07-04,2023-07-07,2023-07-07,222.4,4037.5,delivered
SH-00948,Widget-A,Maersk,London,New York,2024-09-13,2024-09-26,2024-09-26,170.3,914.83,delayed
SH-00949,Sensor-L,DHL,Shanghai,New York,2023-01-25,2023-02-24,2023-02-26,489.9,2715.77,delivered
SH-00950,Widget-B,UPS,Berlin,Sydney,2023-10-20,2023-10-27,2023-10-27,339.5,308.68,delivered
SH-00951,Assembly-Z,Maersk,Shanghai,London,2023-11-30,2023-12-08,2023-12-08,71.7,4466.66,delivered
SH-00952,Part-Y,UPS,London,Dubai,2023-09-22,2023-10-07,2023-10-07,293.2,2472.5,delivered
SH-00953,Widget-A,DHL,Chicago,Dubai,2024-05-31,2024-06-15,2024-06-15,203.8,2428.59,delivered
SH-00954,Assembly-Z,USPS,Sao Paulo,Singapore,2024-02-22,2024-03-16,2024-03-16,51.2,3818.45,delivered
SH-00955,Sensor-L,Maersk,Shanghai,Toronto,2024-10-29,2024-11-26,2024-11-26,318.1,1029.23,delivered
SH-00956,Part-Y,USPS,Chicago,Dubai,2023-05-26,2023-06-09,2023-06-11,226.1,19.99,delivered
SH-00957,Gadget-X,FedEx,Shanghai,Sydney,2024-04-20,2024-05-19,2024-05-22,137.0,1265.68,delivered
SH-00958,Assembly-Z,FedEx,Mumbai,Singapore,2024-11-27,2024-12-12,2024-12-12,267.3,363.63,delivered
SH-00959,Gadget-X,Blue Dart,Sao Paulo,London,2023-04-02,2023-04-17,2023-04-24,439.2,1066.09,delivered
SH-00960,Assembly-Z,Blue Dart,Chicago,London,2024-05-31,2024-06-28,2024-06-28,123.3,4915.36,delivered
SH-00961,Motor-K,FedEx,Tokyo,Los Angeles,2023-12-16,2023-12-25,2023-12-26,323.4,25.21,delayed
SH-00962,Sensor-L,USPS,Tokyo,Singapore,2024-05-02,2024-05-05,2024-05-05,244.7,1973.06,delivered
SH-00963,Widget-A,Blue Dart,Chicago,Singapore,2023-03-25,2023-04-22,2023-04-27,62.1,4860.61,delivered
SH-00964,Sensor-L,UPS,London,Toronto,2024-01-21,2024-02-19,2024-02-22,406.0,4919.22,delivered
SH-00965,Valve-M,FedEx,Mumbai,Singapore,2023-05-08,2023-05-25,2023-05-25,10.4,1416.46,delivered
SH-00966,Assembly-Z,Blue Dart,Mumbai,Los Angeles,2024-12-27,2025-01-10,2025-01-10,490.1,4836.97,delivered
SH-00967,Part-Y,FedEx,Mumbai,Toronto,2023-02-07,2023-02-18,2023-02-19,319.4,568.07,delayed
SH-00968,Gadget-X,USPS,Mumbai,Singapore,2023-10-12,2023-11-02,2023-11-04,369.5,3365.8,delivered
SH-00969,Gadget-X,Blue Dart,Shanghai,Los Angeles,2024-09-09,2024-09-30,2024-09-30,130.2,2855.97,delivered
SH-00970,Part-Y,Blue Dart,Shanghai,Singapore,2023-08-22,2023-09-10,2023-09-17,339.0,3078.07,delivered
SH-00971,Sensor-L,Blue Dart,Tokyo,Singapore,2024-11-28,2024-12-18,2024-12-19,26.4,4694.72,delivered
SH-00972,Widget-B,Blue Dart,Sao Paulo,Sydney,2024-03-18,2024-04-17,2024-04-17,248.0,2593.53,delivered
SH-00973,Assembly-Z,Maersk,Sao Paulo,Sydney,2023-02-14,2023-03-12,2023-03-12,158.5,1968.42,delivered
SH-00974,Part-Y,Blue Dart,Chicago,New York,2023-12-09,2023-12-14,2023-12-17,458.5,996.43,delivered
SH-00975,Widget-A,Maersk,Chicago,Toronto,2023-12-04,2023-12-16,2023-12-16,12.5,3989.15,delivered
SH-00976,Widget-B,Maersk,Mumbai,London,2023-12-09,2024-01-07,2024-01-07,416.3,4110.84,delivered
SH-00977,Valve-M,FedEx,Tokyo,Sydney,2024-06-16,2024-07-14,2024-07-14,289.7,441.39,delivered
SH-00978,Widget-B,UPS,Shanghai,Toronto,2023-03-04,2023-03-08,2023-03-08,221.2,1517.83,delivered
SH-00979,Widget-A,USPS,Shanghai,London,2024-10-03,2024-10-19,2024-10-19,425.0,2017.39,delivered
SH-00980,Widget-A,Maersk,Chicago,Sydney,2024-09-24,2024-10-21,2024-10-21,397.7,4401.49,delivered
SH-00981,Valve-M,USPS,Berlin,Dubai,2024-09-26,2024-10-02,2024-10-02,96.6,526.91,delivered
SH-00982,Part-Y,USPS,Mumbai,Singapore,2024-09-01,2024-09-26,2024-09-26,254.7,1786.63,delayed
SH-00983,Gadget-X,UPS,Mumbai,Toronto,2024-05-07,2024-06-02,2024-06-05,22.5,651.49,delivered
SH-00984,Assembly-Z,USPS,Sao Paulo,Toronto,2024-08-21,2024-09-06,2024-09-08,73.2,2355.58,delivered
SH-00985,Widget-A,USPS,Sao Paulo,Singapore,2024-09-09,2024-09-22,2024-09-22,339.3,300.73,delivered
SH-00986,Sensor-L,DHL,Mumbai,Los Angeles,2024-06-03,2024-07-02,2024-07-04,320.5,1018.29,delivered
SH-00987,Valve-M,USPS,Tokyo,London,2023-03-12,2023-03-25,2023-03-25,426.1,2836.99,delivered
SH-00988,Motor-K,UPS,Shanghai,Sydney,2023-12-10,2024-01-01,2024-01-01,438.1,4554.06,delivered
SH-00989,Part-Y,Maersk,Sao Paulo,Los Angeles,2024-05-22,2024-06-01,2024-06-01,119.9,3676.91,delivered
SH-00990,Part-Y,Maersk,Mumbai,Toronto,2023-12-06,2024-01-03,2024-01-10,494.9,1823.64,delivered
SH-00991,Widget-B,UPS,Berlin,Sydney,2023-03-17,2023-03-31,2023-03-31,97.6,2934.65,in_transit
SH-00992,Part-Y,DHL,Mumbai,Los Angeles,2024-01-04,2024-01-08,2024-01-08,442.7,3598.4,delivered
SH-00993,Gadget-X,UPS,Shanghai,Los Angeles,2023-12-14,2024-01-13,2024-01-15,421.5,4554.59,delivered
SH-00994,Sensor-L,Blue Dart,London,New York,2023-01-22,2023-02-20,2023-02-25,169.5,1063.03,delivered
SH-00995,Gadget-X,USPS,London,Dubai,2024-04-12,2024-04-22,2024-04-22,440.9,4393.76,delivered
SH-00996,Part-Y,UPS,Sao Paulo,Sydney,2023-03-08,2023-03-14,2023-03-14,347.3,1599.99,delivered
SH-00997,Part-Y,USPS,Berlin,Toronto,2024-03-15,2024-04-07,2024-04-07,74.7,1247.15,delivered
SH-00998,Valve-M,UPS,Tokyo,New York,2024-10-06,2024-11-03,2024-11-03,392.4,3958.12,delivered
SH-00999,Sensor-L,Blue Dart,London,Dubai,2024-09-21,2024-09-26,2024-09-26,187.4,2601.68,in_transit
SH-01000,Valve-M,Blue Dart,Chicago,Sydney,2023-07-03,2023-07-16,2023-07-23,134.5,2013.72,delivered
SH-01001,Part-Y,UPS,Chicago,Toronto,2024-08-20,2024-09-12,2024-09-12,117.6,1104.69,delivered
SH-01002,Motor-K,DHL,Sao Paulo,New York,2024-03-11,2024-03-26,2024-03-29,67.6,433.88,delivered
SH-01003,Widget-A,Maersk,Sao Paulo,Dubai,2024-03-31,2024-04-19,2024-04-19,168.5,2263.99,delivered
SH-01004,Motor-K,DHL,Chicago,New York,2024-03-18,2024-04-03,2024-04-03,90.2,1180.45,delivered
SH-01005,Assembly-Z,USPS,Sao Paulo,Dubai,2024-10-22,2024-10-27,2024-10-27,322.0,3932.58,delivered
SH-01006,Motor-K,FedEx,Sao Paulo,Los Angeles,2023-08-22,2023-08-28,2023-08-28,167.2,3380.41,delivered
SH-01007,Part-Y,Blue Dart,Sao Paulo,Los Angeles,2023-09-14,2023-09-26,2023-10-03,499.2,3765.63,delivered
SH-01008,Assembly-Z,DHL,London,Sydney,2024-07-10,2024-07-21,2024-07-21,472.9,4111.98,delivered
SH-01009,Gadget-X,Maersk,Mumbai,Los Angeles,2024-11-02,2024-11-05,2024-11-06,361.8,1061.23,in_transit
SH-01010,Valve-M,Blue Dart,London,Sydney,2023-08-28,2023-09-16,2023-09-19,170.7,443.09,in_transit
SH-01011,Part-Y,Maersk,Chicago,Toronto,2023-07-12,2023-07-28,2023-08-07,279.4,1882.88,delivered
SH-01012,Widget-A,Maersk,London,Singapore,2024-08-14,2024-09-13,2024-09-13,417.2,1709.01,delivered
SH-01013,Assembly-Z,DHL,Sao Paulo,New York,2024-03-05,2024-03-21,2024-03-26,284.0,175.56,delivered
SH-01014,Sensor-L,Maersk,Mumbai,Sydney,2023-05-23,2023-05-30,2023-05-30,32.3,1941.37,delayed
SH-01015,Valve-M,Blue Dart,Berlin,New York,2024-05-01,2024-05-07,2024-05-07,86.1,3379.3,delayed
SH-01016,Valve-M,FedEx,Mumbai,Los Angeles,2023-07-01,2023-07-05,2023-07-12,35.2,4815.53,delayed
SH-01017,Widget-B,Maersk,Shanghai,London,2023-10-18,2023-10-27,2023-10-27,259.5,871.55,delivered
SH-01018,Gadget-X,USPS,Chicago,Sydney,2024-02-25,2024-03-11,2024-03-11,371.7,1954.13,delivered
SH-01019,Sensor-L,Blue Dart,Tokyo,Sydney,2023-07-31,2023-08-07,2023-08-07,79.8,2881.83,delivered
SH-01020,Valve-M,DHL,Mumbai,New York,2023-11-14,2023-12-05,2023-12-05,495.5,2236.97,in_transit
SH-01021,Motor-K,USPS,Chicago,Sydney,2024-02-13,2024-03-06,2024-03-16,231.6,209.84,delivered
SH-01022,Motor-K,Blue Dart,London,Singapore,2023-04-04,2023-04-16,2023-04-21,396.3,1964.59,delivered
SH-01023,Sensor-L,Maersk,Chicago,Singapore,2023-06-29,2023-07-15,2023-07-15,92.1,2849.55,delivered
SH-01024,Gadget-X,DHL,Tokyo,Dubai,2024-02-07,2024-03-03,2024-03-03,146.3,4582.74,delivered
SH-01025,Valve-M,Maersk,London,Dubai,2024-12-15,2025-01-10,2025-01-17,61.1,1853.13,delivered
